State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Karnataka,BENGALURU URBAN,2012,Kharif     ,Potato,206,1315
Karnataka,BENGALURU URBAN,2012,Kharif     ,Ragi,22457,49517
Karnataka,BENGALURU URBAN,2012,Kharif     ,Rapeseed &Mustard,200,79
Karnataka,BENGALURU URBAN,2012,Kharif     ,Rice,974,3006
Karnataka,BENGALURU URBAN,2012,Kharif     ,Sesamum,16,5
Karnataka,BENGALURU URBAN,2012,Kharif     ,Small millets,24,6
Karnataka,BENGALURU URBAN,2012,Kharif     ,Sunflower,1,1
Karnataka,BENGALURU URBAN,2012,Kharif     ,Urad,28,13
Karnataka,BENGALURU URBAN,2012,Rabi       ,Cowpea(Lobia),15,5
Karnataka,BENGALURU URBAN,2012,Rabi       ,Dry chillies,6,16
Karnataka,BENGALURU URBAN,2012,Rabi       ,Horse-gram,196,121
Karnataka,BENGALURU URBAN,2012,Rabi       ,Jowar,1,1
Karnataka,BENGALURU URBAN,2012,Rabi       ,Linseed,2,0
Karnataka,BENGALURU URBAN,2012,Rabi       ,Maize,68,206
Karnataka,BENGALURU URBAN,2012,Rabi       ,Moong(Green Gram),2,0
Karnataka,BENGALURU URBAN,2012,Rabi       ,Onion,1,7
Karnataka,BENGALURU URBAN,2012,Rabi       ,Other  Rabi pulses,96,44
Karnataka,BENGALURU URBAN,2012,Rabi       ,Potato,7,119
Karnataka,BENGALURU URBAN,2012,Rabi       ,Ragi,43,62
Karnataka,BENGALURU URBAN,2012,Rabi       ,Rice,42,101
Karnataka,BENGALURU URBAN,2012,Summer     ,Cowpea(Lobia),32,12
Karnataka,BENGALURU URBAN,2012,Summer     ,Dry chillies,5,14
Karnataka,BENGALURU URBAN,2012,Summer     ,Jowar,14,23
Karnataka,BENGALURU URBAN,2012,Summer     ,Maize,101,347
Karnataka,BENGALURU URBAN,2012,Summer     ,Onion,14,79
Karnataka,BENGALURU URBAN,2012,Summer     ,Potato,17,371
Karnataka,BENGALURU URBAN,2012,Summer     ,Ragi,95,142
Karnataka,BENGALURU URBAN,2012,Summer     ,Rice,178,639
Karnataka,BENGALURU URBAN,2012,Whole Year ,Arecanut,346,2777
Karnataka,BENGALURU URBAN,2012,Whole Year ,Black pepper,2,6
Karnataka,BENGALURU URBAN,2012,Whole Year ,Cashewnut,3,2
Karnataka,BENGALURU URBAN,2012,Whole Year ,Coconut ,2312,22763
Karnataka,BENGALURU URBAN,2012,Whole Year ,Coriander,41,16
Karnataka,BENGALURU URBAN,2012,Whole Year ,Dry ginger,5,159
Karnataka,BENGALURU URBAN,2012,Whole Year ,Garlic,2,3
Karnataka,BENGALURU URBAN,2012,Whole Year ,Sugarcane,12,1003
Karnataka,BENGALURU URBAN,2013,Kharif     ,Arhar/Tur,1011,929
Karnataka,BENGALURU URBAN,2013,Kharif     ,Bajra,7,8
Karnataka,BENGALURU URBAN,2013,Kharif     ,Castor seed,57,51
Karnataka,BENGALURU URBAN,2013,Kharif     ,Cowpea(Lobia),269,100
Karnataka,BENGALURU URBAN,2013,Kharif     ,Dry chillies,84,93
Karnataka,BENGALURU URBAN,2013,Kharif     ,Groundnut,48,41
Karnataka,BENGALURU URBAN,2013,Kharif     ,Horse-gram,443,223
Karnataka,BENGALURU URBAN,2013,Kharif     ,Jowar,852,1212
Karnataka,BENGALURU URBAN,2013,Kharif     ,Maize,907,2875
Karnataka,BENGALURU URBAN,2013,Kharif     ,Moong(Green Gram),21,5
Karnataka,BENGALURU URBAN,2013,Kharif     ,Niger seed,161,35
Karnataka,BENGALURU URBAN,2013,Kharif     ,Onion,31,205
Karnataka,BENGALURU URBAN,2013,Kharif     ,Other Kharif pulses,1360,1776
Karnataka,BENGALURU URBAN,2013,Kharif     ,Potato,79,520
Karnataka,BENGALURU URBAN,2013,Kharif     ,Ragi,23157,72993
Karnataka,BENGALURU URBAN,2013,Kharif     ,Rapeseed &Mustard,175,78
Karnataka,BENGALURU URBAN,2013,Kharif     ,Rice,1113,3941
Karnataka,BENGALURU URBAN,2013,Kharif     ,Sesamum,15,9
Karnataka,BENGALURU URBAN,2013,Kharif     ,Small millets,3,1
Karnataka,BENGALURU URBAN,2013,Kharif     ,Urad,8,4
Karnataka,BENGALURU URBAN,2013,Rabi       ,Cowpea(Lobia),27,11
Karnataka,BENGALURU URBAN,2013,Rabi       ,Dry chillies,10,19
Karnataka,BENGALURU URBAN,2013,Rabi       ,Gram,2,2
Karnataka,BENGALURU URBAN,2013,Rabi       ,Horse-gram,166,91
Karnataka,BENGALURU URBAN,2013,Rabi       ,Jowar,21,23
Karnataka,BENGALURU URBAN,2013,Rabi       ,Linseed,2,1
Karnataka,BENGALURU URBAN,2013,Rabi       ,Maize,171,524
Karnataka,BENGALURU URBAN,2013,Rabi       ,Moong(Green Gram),4,1
Karnataka,BENGALURU URBAN,2013,Rabi       ,Onion,8,56
Karnataka,BENGALURU URBAN,2013,Rabi       ,Other  Rabi pulses,42,33
Karnataka,BENGALURU URBAN,2013,Rabi       ,Potato,33,502
Karnataka,BENGALURU URBAN,2013,Rabi       ,Ragi,104,152
Karnataka,BENGALURU URBAN,2013,Rabi       ,Rice,4,10
Karnataka,BENGALURU URBAN,2013,Summer     ,Cowpea(Lobia),22,9
Karnataka,BENGALURU URBAN,2013,Summer     ,Dry chillies,18,48
Karnataka,BENGALURU URBAN,2013,Summer     ,Groundnut,7,6
Karnataka,BENGALURU URBAN,2013,Summer     ,Jowar,12,20
Karnataka,BENGALURU URBAN,2013,Summer     ,Maize,160,519
Karnataka,BENGALURU URBAN,2013,Summer     ,Potato,4,56
Karnataka,BENGALURU URBAN,2013,Summer     ,Ragi,72,141
Karnataka,BENGALURU URBAN,2013,Summer     ,Rice,59,218
Karnataka,BENGALURU URBAN,2013,Whole Year ,Arecanut,464,5168
Karnataka,BENGALURU URBAN,2013,Whole Year ,Black pepper,2,5
Karnataka,BENGALURU URBAN,2013,Whole Year ,Cashewnut,3,3
Karnataka,BENGALURU URBAN,2013,Whole Year ,Coconut ,2116,16788
Karnataka,BENGALURU URBAN,2013,Whole Year ,Coriander,9,3
Karnataka,BENGALURU URBAN,2013,Whole Year ,Dry ginger,4,111
Karnataka,BENGALURU URBAN,2013,Whole Year ,Garlic,2,2
Karnataka,BENGALURU URBAN,2014,Kharif     ,Arhar/Tur,2093,1362
Karnataka,BENGALURU URBAN,2014,Kharif     ,Castor seed,52,32
Karnataka,BENGALURU URBAN,2014,Kharif     ,Cowpea(Lobia),173,76
Karnataka,BENGALURU URBAN,2014,Kharif     ,Dry chillies,46,52
Karnataka,BENGALURU URBAN,2014,Kharif     ,Groundnut,84,61
Karnataka,BENGALURU URBAN,2014,Kharif     ,Horse-gram,403,188
Karnataka,BENGALURU URBAN,2014,Kharif     ,Jowar,538,744
Karnataka,BENGALURU URBAN,2014,Kharif     ,Maize,634,1985
Karnataka,BENGALURU URBAN,2014,Kharif     ,Moong(Green Gram),13,3
Karnataka,BENGALURU URBAN,2014,Kharif     ,Niger seed,88,23
Karnataka,BENGALURU URBAN,2014,Kharif     ,Onion,8,41
Karnataka,BENGALURU URBAN,2014,Kharif     ,Other Kharif pulses,925,1744
Karnataka,BENGALURU URBAN,2014,Kharif     ,Potato,64,394
Karnataka,BENGALURU URBAN,2014,Kharif     ,Ragi,23792,66654
Karnataka,BENGALURU URBAN,2014,Kharif     ,Rapeseed &Mustard,127,28
Karnataka,BENGALURU URBAN,2014,Kharif     ,Rice,950,3374
Karnataka,BENGALURU URBAN,2014,Kharif     ,Sesamum,13,7
Karnataka,BENGALURU URBAN,2014,Kharif     ,Small millets,2,1
Karnataka,BENGALURU URBAN,2014,Kharif     ,Sunflower,4,2
Karnataka,BENGALURU URBAN,2014,Kharif     ,Urad,17,5
Karnataka,BENGALURU URBAN,2014,Rabi       ,Cowpea(Lobia),30,11
Karnataka,BENGALURU URBAN,2014,Rabi       ,Dry chillies,14,26
Karnataka,BENGALURU URBAN,2014,Rabi       ,Gram,33,24
Karnataka,BENGALURU URBAN,2014,Rabi       ,Horse-gram,199,135
Karnataka,BENGALURU URBAN,2014,Rabi       ,Jowar,42,46
Karnataka,BENGALURU URBAN,2014,Rabi       ,Maize,118,399
Karnataka,BENGALURU URBAN,2014,Rabi       ,Other  Rabi pulses,39,29
Karnataka,BENGALURU URBAN,2014,Rabi       ,Potato,14,216
Karnataka,BENGALURU URBAN,2014,Rabi       ,Ragi,116,188
Karnataka,BENGALURU URBAN,2014,Summer     ,Cowpea(Lobia),1,0
Karnataka,BENGALURU URBAN,2014,Summer     ,Dry chillies,21,40
Karnataka,BENGALURU URBAN,2014,Summer     ,Jowar,3,6
Karnataka,BENGALURU URBAN,2014,Summer     ,Maize,40,130
Karnataka,BENGALURU URBAN,2014,Summer     ,Potato,9,123
Karnataka,BENGALURU URBAN,2014,Summer     ,Ragi,34,61
Karnataka,BENGALURU URBAN,2014,Summer     ,Rice,21,87
Karnataka,BENGALURU URBAN,2014,Whole Year ,Arecanut,231,2137
Karnataka,BENGALURU URBAN,2014,Whole Year ,Black pepper,2,12
Karnataka,BENGALURU URBAN,2014,Whole Year ,Coconut ,1281,11431
Karnataka,BENGALURU URBAN,2014,Whole Year ,Coriander,22,7
Karnataka,BENGALURU URBAN,2014,Whole Year ,Dry ginger,11,320
Karnataka,BENGALURU URBAN,2014,Whole Year ,Sugarcane,2,182
Karnataka,BENGALURU URBAN,2014,Whole Year ,Tapioca,1,9
Karnataka,BIDAR,1997,Kharif     ,Arhar/Tur,48463,3499
Karnataka,BIDAR,1997,Kharif     ,Bajra,14756,9500
Karnataka,BIDAR,1997,Kharif     ,Dry chillies,1139,957
Karnataka,BIDAR,1997,Kharif     ,Dry ginger,1168,1484
Karnataka,BIDAR,1997,Kharif     ,Groundnut,2499,648
Karnataka,BIDAR,1997,Kharif     ,Horse-gram,150,67
Karnataka,BIDAR,1997,Kharif     ,Jowar,76833,115225
Karnataka,BIDAR,1997,Kharif     ,Maize,292,522
Karnataka,BIDAR,1997,Kharif     ,Paddy,9385,9155
Karnataka,BIDAR,1997,Kharif     ,Rice,9385,6109
Karnataka,BIDAR,1997,Rabi       ,Dry chillies,66,86
Karnataka,BIDAR,1997,Rabi       ,Groundnut,1337,1255
Karnataka,BIDAR,1997,Rabi       ,Jowar,37204,5233
Karnataka,BIDAR,1997,Rabi       ,Maize,38,68
Karnataka,BIDAR,1997,Rabi       ,Paddy,2,5
Karnataka,BIDAR,1997,Rabi       ,Rice,2,3
Karnataka,BIDAR,1997,Rabi       ,Wheat,7110,1585
Karnataka,BIDAR,1997,Summer     ,Jowar,2,5
Karnataka,BIDAR,1997,Summer     ,Maize,18,39
Karnataka,BIDAR,1997,Whole Year ,Coriander,701,74
Karnataka,BIDAR,1997,Whole Year ,Garlic,73,138
Karnataka,BIDAR,1997,Whole Year ,Sugarcane,22571,1543856
Karnataka,BIDAR,1997,Whole Year ,Turmeric,107,109
Karnataka,BIDAR,1998,Kharif     ,Arhar/Tur,54354,41464
Karnataka,BIDAR,1998,Kharif     ,Bajra,13994,6398
Karnataka,BIDAR,1998,Kharif     ,Cotton(lint),3616,3439
Karnataka,BIDAR,1998,Kharif     ,Dry ginger,1089,13843
Karnataka,BIDAR,1998,Kharif     ,Groundnut,2344,681
Karnataka,BIDAR,1998,Kharif     ,Horse-gram,109,52
Karnataka,BIDAR,1998,Kharif     ,Jowar,85602,105761
Karnataka,BIDAR,1998,Kharif     ,Maize,233,585
Karnataka,BIDAR,1998,Kharif     ,Moong(Green Gram),40707,7657
Karnataka,BIDAR,1998,Kharif     ,Niger seed,8792,1001
Karnataka,BIDAR,1998,Kharif     ,Onion,28,127
Karnataka,BIDAR,1998,Kharif     ,Peas & beans (Pulses),2,18
Karnataka,BIDAR,1998,Kharif     ,Potato,9,99
Karnataka,BIDAR,1998,Kharif     ,Rapeseed &Mustard,24,2
Karnataka,BIDAR,1998,Kharif     ,Rice,9587,5825
Karnataka,BIDAR,1998,Kharif     ,Sesamum,14250,7148
Karnataka,BIDAR,1998,Kharif     ,Soyabean,217,234
Karnataka,BIDAR,1998,Kharif     ,Sunflower,7880,1442
Karnataka,BIDAR,1998,Rabi       ,Gram,41731,18557
Karnataka,BIDAR,1998,Rabi       ,Groundnut,1423,1983
Karnataka,BIDAR,1998,Rabi       ,Jowar,30169,13646
Karnataka,BIDAR,1998,Rabi       ,Linseed,503,163
Karnataka,BIDAR,1998,Rabi       ,Maize,47,78
Karnataka,BIDAR,1998,Rabi       ,Onion,303,2303
Karnataka,BIDAR,1998,Rabi       ,Peas & beans (Pulses),2,20
Karnataka,BIDAR,1998,Rabi       ,Potato,10,197
Karnataka,BIDAR,1998,Rabi       ,Safflower,9470,9140
Karnataka,BIDAR,1998,Rabi       ,Sunflower,6059,1787
Karnataka,BIDAR,1998,Rabi       ,Wheat,8128,7040
Karnataka,BIDAR,1998,Summer     ,Jowar,17,16
Karnataka,BIDAR,1998,Summer     ,Maize,26,52
Karnataka,BIDAR,1998,Summer     ,Sunflower,265,149
Karnataka,BIDAR,1998,Whole Year ,Coconut ,2,10
Karnataka,BIDAR,1998,Whole Year ,Coriander,786,83
Karnataka,BIDAR,1998,Whole Year ,Dry chillies,772,682
Karnataka,BIDAR,1998,Whole Year ,Garlic,107,202
Karnataka,BIDAR,1998,Whole Year ,Turmeric,70,144
Karnataka,BIDAR,1999,Kharif     ,Arhar/Tur,56604,44847
Karnataka,BIDAR,1999,Kharif     ,Bajra,8690,6722
Karnataka,BIDAR,1999,Kharif     ,Cotton(lint),2817,3001
Karnataka,BIDAR,1999,Kharif     ,Dry ginger,927,11784
Karnataka,BIDAR,1999,Kharif     ,Groundnut,1813,956
Karnataka,BIDAR,1999,Kharif     ,Horse-gram,78,35
Karnataka,BIDAR,1999,Kharif     ,Jowar,77723,107468
Karnataka,BIDAR,1999,Kharif     ,Maize,511,1152
Karnataka,BIDAR,1999,Kharif     ,Mesta,1382,1006
Karnataka,BIDAR,1999,Kharif     ,Moong(Green Gram),41064,7607
Karnataka,BIDAR,1999,Kharif     ,Niger seed,13668,1556
Karnataka,BIDAR,1999,Kharif     ,Other Kharif pulses,866,89
Karnataka,BIDAR,1999,Kharif     ,Rice,10023,8373
Karnataka,BIDAR,1999,Kharif     ,Sesamum,12316,9091
Karnataka,BIDAR,1999,Kharif     ,Small millets,782,481
Karnataka,BIDAR,1999,Kharif     ,Soyabean,120,110
Karnataka,BIDAR,1999,Kharif     ,Sunflower,6201,1593
Karnataka,BIDAR,1999,Kharif     ,Urad,78045,18091
Karnataka,BIDAR,1999,Rabi       ,Gram,38957,15821
Karnataka,BIDAR,1999,Rabi       ,Groundnut,824,1116
Karnataka,BIDAR,1999,Rabi       ,Jowar,31377,15692
Karnataka,BIDAR,1999,Rabi       ,Linseed,472,159
Karnataka,BIDAR,1999,Rabi       ,Maize,47,99
Karnataka,BIDAR,1999,Rabi       ,Other  Rabi pulses,1473,160
Karnataka,BIDAR,1999,Rabi       ,Rapeseed &Mustard,27,2
Karnataka,BIDAR,1999,Rabi       ,Safflower,7938,9585
Karnataka,BIDAR,1999,Rabi       ,Sunflower,4514,1619
Karnataka,BIDAR,1999,Rabi       ,Wheat,7367,7407
Karnataka,BIDAR,1999,Summer     ,Jowar,38,32
Karnataka,BIDAR,1999,Summer     ,Maize,47,69
Karnataka,BIDAR,1999,Summer     ,Rice,5,7
Karnataka,BIDAR,1999,Summer     ,Sunflower,165,93
Karnataka,BIDAR,1999,Whole Year ,Banana,411,9644
Karnataka,BIDAR,1999,Whole Year ,Black pepper,4,10
Karnataka,BIDAR,1999,Whole Year ,Coconut ,3,14
Karnataka,BIDAR,1999,Whole Year ,Coriander,717,76
Karnataka,BIDAR,1999,Whole Year ,Dry chillies,880,788
Karnataka,BIDAR,1999,Whole Year ,Garlic,24,45
Karnataka,BIDAR,1999,Whole Year ,Onion,317,6198
Karnataka,BIDAR,1999,Whole Year ,Potato,27,520
Karnataka,BIDAR,1999,Whole Year ,Sannhamp,256,64
Karnataka,BIDAR,1999,Whole Year ,Sugarcane,26826,2140715
Karnataka,BIDAR,1999,Whole Year ,Turmeric,146,498
Karnataka,BIDAR,2000,Kharif     ,Arhar/Tur,62518,23757
Karnataka,BIDAR,2000,Kharif     ,Bajra,9808,7442
Karnataka,BIDAR,2000,Kharif     ,Cotton(lint),1373,1994
Karnataka,BIDAR,2000,Kharif     ,Dry ginger,1108,14084
Karnataka,BIDAR,2000,Kharif     ,Groundnut,1760,558
Karnataka,BIDAR,2000,Kharif     ,Horse-gram,77,44
Karnataka,BIDAR,2000,Kharif     ,Jowar,75439,110862
Karnataka,BIDAR,2000,Kharif     ,Maize,297,643
Karnataka,BIDAR,2000,Kharif     ,Mesta,1151,838
Karnataka,BIDAR,2000,Kharif     ,Moong(Green Gram),43847,11038
Karnataka,BIDAR,2000,Kharif     ,Niger seed,6730,766
Karnataka,BIDAR,2000,Kharif     ,Other Kharif pulses,853,88
Karnataka,BIDAR,2000,Kharif     ,Rice,11483,10428
Karnataka,BIDAR,2000,Kharif     ,Sesamum,11851,4481
Karnataka,BIDAR,2000,Kharif     ,Small millets,557,442
Karnataka,BIDAR,2000,Kharif     ,Soyabean,132,138
Karnataka,BIDAR,2000,Kharif     ,Sunflower,3277,1167
Karnataka,BIDAR,2000,Kharif     ,Urad,84597,27727
Karnataka,BIDAR,2000,Rabi       ,Gram,40933,25227
Karnataka,BIDAR,2000,Rabi       ,Groundnut,1213,1287
Karnataka,BIDAR,2000,Rabi       ,Jowar,32055,13399
Karnataka,BIDAR,2000,Rabi       ,Linseed,474,175
Karnataka,BIDAR,2000,Rabi       ,Maize,46,107
Karnataka,BIDAR,2000,Rabi       ,Other  Rabi pulses,1363,148
Karnataka,BIDAR,2000,Rabi       ,Rapeseed &Mustard,18,1
Karnataka,BIDAR,2000,Rabi       ,Rice,34,49
Karnataka,BIDAR,2000,Rabi       ,Safflower,9473,10025
Karnataka,BIDAR,2000,Rabi       ,Sunflower,3420,1223
Karnataka,BIDAR,2000,Rabi       ,Wheat,9457,9376
Karnataka,BIDAR,2000,Summer     ,Jowar,13,24
Karnataka,BIDAR,2000,Summer     ,Maize,17,34
Karnataka,BIDAR,2000,Summer     ,Sunflower,100,72
Karnataka,BIDAR,2000,Whole Year ,Banana,469,8622
Karnataka,BIDAR,2000,Whole Year ,Coconut ,3,14
Karnataka,BIDAR,2000,Whole Year ,Coriander,661,70
Karnataka,BIDAR,2000,Whole Year ,Dry chillies,849,701
Karnataka,BIDAR,2000,Whole Year ,Garlic,46,87
Karnataka,BIDAR,2000,Whole Year ,Onion,420,2438
Karnataka,BIDAR,2000,Whole Year ,Potato,24,321
Karnataka,BIDAR,2000,Whole Year ,Sannhamp,268,67
Karnataka,BIDAR,2000,Whole Year ,Sugarcane,30929,2086161
Karnataka,BIDAR,2000,Whole Year ,Turmeric,293,1218
Karnataka,BIDAR,2001,Kharif     ,Arhar/Tur,64077,24349
Karnataka,BIDAR,2001,Kharif     ,Bajra,8672,5038
Karnataka,BIDAR,2001,Kharif     ,Cotton(lint),1843,1668
Karnataka,BIDAR,2001,Kharif     ,Dry ginger,1038,13195
Karnataka,BIDAR,2001,Kharif     ,Groundnut,2466,1858
Karnataka,BIDAR,2001,Kharif     ,Horse-gram,55,29
Karnataka,BIDAR,2001,Kharif     ,Jowar,69180,97825
Karnataka,BIDAR,2001,Kharif     ,Maize,241,415
Karnataka,BIDAR,2001,Kharif     ,Mesta,1427,1039
Karnataka,BIDAR,2001,Kharif     ,Moong(Green Gram),46928,14222
Karnataka,BIDAR,2001,Kharif     ,Niger seed,5805,661
Karnataka,BIDAR,2001,Kharif     ,Other Kharif pulses,771,80
Karnataka,BIDAR,2001,Kharif     ,Rice,11224,9048
Karnataka,BIDAR,2001,Kharif     ,Sesamum,9479,2215
Karnataka,BIDAR,2001,Kharif     ,Small millets,521,375
Karnataka,BIDAR,2001,Kharif     ,Soyabean,125,104
Karnataka,BIDAR,2001,Kharif     ,Sunflower,4122,1119
Karnataka,BIDAR,2001,Kharif     ,Urad,86581,35780
Karnataka,BIDAR,2001,Rabi       ,Gram,41761,27462
Karnataka,BIDAR,2001,Rabi       ,Jowar,29109,14347
Karnataka,BIDAR,2001,Rabi       ,Linseed,609,204
Karnataka,BIDAR,2001,Rabi       ,Maize,36,68
Karnataka,BIDAR,2001,Rabi       ,Other  Rabi pulses,1672,182
Karnataka,BIDAR,2001,Rabi       ,Rapeseed &Mustard,17,1
Karnataka,BIDAR,2001,Rabi       ,Rice,30,45
Karnataka,BIDAR,2001,Rabi       ,Safflower,11239,16272
Karnataka,BIDAR,2001,Rabi       ,Sunflower,4489,1817
Karnataka,BIDAR,2001,Rabi       ,Wheat,10101,8188
Karnataka,BIDAR,2001,Summer     ,Sunflower,202,165
Karnataka,BIDAR,2001,Whole Year ,Coconut ,27,129
Karnataka,BIDAR,2001,Whole Year ,Coriander,788,83
Karnataka,BIDAR,2001,Whole Year ,Dry chillies,766,681
Karnataka,BIDAR,2001,Whole Year ,Onion,568,6961
Karnataka,BIDAR,2001,Whole Year ,Peas & beans (Pulses),22,151
Karnataka,BIDAR,2001,Whole Year ,Potato,58,1122
Karnataka,BIDAR,2001,Whole Year ,Sannhamp,329,82
Karnataka,BIDAR,2001,Whole Year ,Sugarcane,29225,1415951
Karnataka,BIDAR,2001,Whole Year ,Turmeric,163,660
Karnataka,BIDAR,2002,Kharif     ,Arhar/Tur,67313,40990
Karnataka,BIDAR,2002,Kharif     ,Bajra,8364,6234
Karnataka,BIDAR,2002,Kharif     ,Cotton(lint),1477,2410
Karnataka,BIDAR,2002,Kharif     ,Dry ginger,1047,13309
Karnataka,BIDAR,2002,Kharif     ,Groundnut,1374,733
Karnataka,BIDAR,2002,Kharif     ,Horse-gram,46,18
Karnataka,BIDAR,2002,Kharif     ,Jowar,69191,108598
Karnataka,BIDAR,2002,Kharif     ,Maize,267,386
Karnataka,BIDAR,2002,Kharif     ,Mesta,1386,999
Karnataka,BIDAR,2002,Kharif     ,Moong(Green Gram),47526,5328
Karnataka,BIDAR,2002,Kharif     ,Niger seed,6024,686
Karnataka,BIDAR,2002,Kharif     ,Other Kharif pulses,963,98
Karnataka,BIDAR,2002,Kharif     ,Rice,10083,5672
Karnataka,BIDAR,2002,Kharif     ,Sesamum,9255,5170
Karnataka,BIDAR,2002,Kharif     ,Small millets,489,299
Karnataka,BIDAR,2002,Kharif     ,Soyabean,382,317
Karnataka,BIDAR,2002,Kharif     ,Sunflower,4461,1551
Karnataka,BIDAR,2002,Kharif     ,Urad,83943,10207
Karnataka,BIDAR,2002,Rabi       ,Gram,40840,25780
Karnataka,BIDAR,2002,Rabi       ,Groundnut,749,933
Karnataka,BIDAR,2002,Rabi       ,Jowar,32041,13638
Karnataka,BIDAR,2002,Rabi       ,Linseed,570,200
Karnataka,BIDAR,2002,Rabi       ,Maize,89,145
Karnataka,BIDAR,2002,Rabi       ,Other  Rabi pulses,1379,150
Karnataka,BIDAR,2002,Rabi       ,Rapeseed &Mustard,22,2
Karnataka,BIDAR,2002,Rabi       ,Rice,25,40
Karnataka,BIDAR,2002,Rabi       ,Safflower,10898,14173
Karnataka,BIDAR,2002,Rabi       ,Sunflower,4671,2482
Karnataka,BIDAR,2002,Rabi       ,Wheat,8840,5975
Karnataka,BIDAR,2002,Summer     ,Sunflower,83,50
Karnataka,BIDAR,2002,Whole Year ,Banana,249,2846
Karnataka,BIDAR,2002,Whole Year ,Beans & Mutter(Vegetable),28,215
Karnataka,BIDAR,2002,Whole Year ,Brinjal,241,1596
Karnataka,BIDAR,2002,Whole Year ,Cashewnut Processed,29,4
Karnataka,BIDAR,2002,Whole Year ,Cashewnut Raw,29,17
Karnataka,BIDAR,2002,Whole Year ,Citrus Fruit,69,1197
Karnataka,BIDAR,2002,Whole Year ,Coconut ,23,110
Karnataka,BIDAR,2002,Whole Year ,Coriander,729,77
Karnataka,BIDAR,2002,Whole Year ,Dry chillies,995,399
Karnataka,BIDAR,2002,Whole Year ,Garlic,104,197
Karnataka,BIDAR,2002,Whole Year ,Grapes,36,1071
Karnataka,BIDAR,2002,Whole Year ,Mango,707,940
Karnataka,BIDAR,2002,Whole Year ,Onion,545,6454
Karnataka,BIDAR,2002,Whole Year ,Other Fresh Fruits,28,88
Karnataka,BIDAR,2002,Whole Year ,Papaya,154,408
Karnataka,BIDAR,2002,Whole Year ,Pome Fruit,72,441
Karnataka,BIDAR,2002,Whole Year ,Potato,67,707
Karnataka,BIDAR,2002,Whole Year ,Sannhamp,337,84
Karnataka,BIDAR,2002,Whole Year ,Sugarcane,30943,2234085
Karnataka,BIDAR,2002,Whole Year ,Sweet potato,2,15
Karnataka,BIDAR,2002,Whole Year ,Tomato,450,519
Karnataka,BIDAR,2002,Whole Year ,Turmeric,151,517
Karnataka,BIDAR,2003,Kharif     ,Arhar/Tur,73792,31967
Karnataka,BIDAR,2003,Kharif     ,Bajra,10039,9804
Karnataka,BIDAR,2003,Kharif     ,Cotton(lint),1321,1373
Karnataka,BIDAR,2003,Kharif     ,Dry ginger,788,10017
Karnataka,BIDAR,2003,Kharif     ,Groundnut,1219,440
Karnataka,BIDAR,2003,Kharif     ,Horse-gram,36,13
Karnataka,BIDAR,2003,Kharif     ,Jowar,65262,93270
Karnataka,BIDAR,2003,Kharif     ,Maize,433,653
Karnataka,BIDAR,2003,Kharif     ,Mesta,1255,904
Karnataka,BIDAR,2003,Kharif     ,Moong(Green Gram),53135,11055
Karnataka,BIDAR,2003,Kharif     ,Niger seed,6281,715
Karnataka,BIDAR,2003,Kharif     ,Other Kharif pulses,1054,109
Karnataka,BIDAR,2003,Kharif     ,Rice,8768,3536
Karnataka,BIDAR,2003,Kharif     ,Sesamum,9678,5516
Karnataka,BIDAR,2003,Kharif     ,Small millets,401,219
Karnataka,BIDAR,2003,Kharif     ,Soyabean,12325,5936
Karnataka,BIDAR,2003,Kharif     ,Sunflower,5560,2501
Karnataka,BIDAR,2003,Kharif     ,Urad,69566,16125
Karnataka,BIDAR,2003,Rabi       ,Gram,40561,22830
Karnataka,BIDAR,2003,Rabi       ,Groundnut,511,596
Karnataka,BIDAR,2003,Rabi       ,Jowar,30617,8929
Karnataka,BIDAR,2003,Rabi       ,Linseed,601,46
Karnataka,BIDAR,2003,Rabi       ,Maize,92,112
Karnataka,BIDAR,2003,Rabi       ,Other  Rabi pulses,1176,128
Karnataka,BIDAR,2003,Rabi       ,Rapeseed &Mustard,14,1
Karnataka,BIDAR,2003,Rabi       ,Safflower,11053,14511
Karnataka,BIDAR,2003,Rabi       ,Sunflower,5052,2838
Karnataka,BIDAR,2003,Rabi       ,Wheat,7887,4620
Karnataka,BIDAR,2003,Summer     ,Sunflower,39,21
Karnataka,BIDAR,2003,Whole Year ,Banana,189,3500
Karnataka,BIDAR,2003,Whole Year ,Beans & Mutter(Vegetable),185,1200
Karnataka,BIDAR,2003,Whole Year ,Brinjal,163,1347
Karnataka,BIDAR,2003,Whole Year ,Citrus Fruit,34,14
Karnataka,BIDAR,2003,Whole Year ,Coconut ,23,110
Karnataka,BIDAR,2003,Whole Year ,Coriander,687,73
Karnataka,BIDAR,2003,Whole Year ,Dry chillies,1291,820
Karnataka,BIDAR,2003,Whole Year ,Garlic,73,138
Karnataka,BIDAR,2003,Whole Year ,Grapes,56,1641
Karnataka,BIDAR,2003,Whole Year ,Mango,168,148
Karnataka,BIDAR,2003,Whole Year ,Onion,464,4272
Karnataka,BIDAR,2003,Whole Year ,Other Fresh Fruits,19,51
Karnataka,BIDAR,2003,Whole Year ,Pome Fruit,48,265
Karnataka,BIDAR,2003,Whole Year ,Potato,50,550
Karnataka,BIDAR,2003,Whole Year ,Sannhamp,423,106
